Island,Depth_ft,Taxon,Bleached,SST_average_x,SST_average_y,SST_average
Maui,57,MCAP,40,2.600486142,2.600486142,2.600486142
Maui,39,PMEA,100,2.600486142,2.600486142,2.600486142
Maui,43,PCOM,0,2.600486142,2.600486142,2.600486142
Maui,53,PCOM,5,2.600486142,2.600486142,2.600486142
Maui,27,PLOB,25,2.600486142,2.600486142,2.600486142
Maui,18,MPAT,5,2.600486142,2.600486142,2.600486142
Maui,16,MPAT,0,2.600486142,2.600486142,2.600486142
Maui,13,MPAT,0,2.600486142,2.600486142,2.600486142
Maui,64,PCOM,5,2.600486142,2.600486142,2.600486142
Maui,21,PCOM,10,2.600486142,2.600486142,2.600486142
Maui,23,PLOB,80,2.600486142,2.600486142,2.600486142
Maui,32,MPAT,100,2.600486142,2.600486142,2.600486142
Maui,32,PLOB,50,2.600486142,2.600486142,2.600486142
Maui,13,PCOM,5,2.600486142,2.600486142,2.600486142
Maui,21,PGRA,50,2.600486142,2.600486142,2.600486142
Maui,8,PLOB,20,2.600486142,2.600486142,2.600486142
Maui,12,PMEA,90,2.600486142,2.600486142,2.600486142
Maui,15,PMEA,100,2.600486142,2.600486142,2.600486142
Maui,12,MCAP,85,2.600486142,2.600486142,2.600486142
Maui,9,PLOB,0,2.600486142,2.600486142,2.600486142
Maui,9,PMEA,15,2.600486142,2.600486142,2.600486142
Maui,9,PMEA,5,2.600486142,2.600486142,2.600486142
Maui,16,PLOB,0,2.600486142,2.600486142,2.600486142
Maui,8,MPAT,50,2.600486142,2.600486142,2.600486142
Maui,7,PMEA,80,2.600486142,2.600486142,2.600486142
Maui,14,MCAP,100,2.600486142,2.600486142,2.600486142
Maui,10,MFLA,10,2.600486142,2.600486142,2.600486142
Maui,11,PLOB,5,2.600486142,2.600486142,2.600486142
Maui,11,PLUT,100,2.600486142,2.600486142,2.600486142
Maui,11,MCAP,15,2.600486142,2.600486142,2.600486142
Maui,11,MPAT,10,2.600486142,2.600486142,2.600486142
Maui,7,PMEA,30,2.600486142,2.600486142,2.600486142
Maui,15,PLUT,50,2.600486142,2.600486142,2.600486142
Maui,10,MCAP,100,2.600486142,2.600486142,2.600486142
Maui,18,MPAT,15,2.600486142,2.600486142,2.600486142
Maui,49,PCOM,5,2.600486142,2.600486142,2.600486142
Maui,36,PLOB,10,2.600486142,2.600486142,2.600486142
Maui,45,MPAT,0,2.600486142,2.600486142,2.600486142
Maui,61,MPAT,0,2.600486142,2.600486142,2.600486142
Maui,28,PLOB,20,2.600486142,2.600486142,2.600486142
Maui,44,MCAP,100,2.600486142,2.600486142,2.600486142
Maui,38,PCOM,30,2.600486142,2.600486142,2.600486142
Maui,36,PLOB,20,2.600486142,2.600486142,2.600486142
Maui,33,MCAP,85,2.600486142,2.600486142,2.600486142
Maui,28,PMEA,100,2.600486142,2.600486142,2.600486142
Maui,48,PCOM,25,2.600486142,2.600486142,2.600486142
Maui,10,MPAT,80,2.600486142,2.600486142,2.600486142
Maui,33,PCOM,10,2.600486142,2.600486142,2.600486142
Maui,33,MPAT,5,2.600486142,2.600486142,2.600486142
Maui,33,PLOB,5,2.600486142,2.600486142,2.600486142
Oahu,45,PLUT,20,2.525766534,2.525766534,2.525766534
Oahu,42,POSP,1,2.525766534,2.525766534,2.525766534
Oahu,40,PMEA,50,2.525766534,2.525766534,2.525766534
Oahu,88,MCAP,100,2.525766534,2.525766534,2.525766534
